id	path
bed-mm9-P5424-K27ac-WT-KO-IK-sharp-peaks	["out/awk/fill_bed3_to_bed6/bedtools/merge/sort/coordinates_bed/cat/mm9-P5424-K27ac-WT-KO-IK-sharp-peaks.bed"]
bed-mm10-R-H4K5ac-bu-peaks	["out/awk/fill_bed3_to_bed6/bedtools/merge/sort/coordinates_bed/cat/mm10-R-H4K5ac-bu-peaks.bed"]
bed-mm10-R-H4K8ac-bu-peaks	["out/awk/fill_bed3_to_bed6/bedtools/merge/sort/coordinates_bed/cat/mm10-R-H4K8ac-bu-peaks.bed"]
# from input_bed_gtftk_select_by_loc.snake	
bed-blacklist-mm10	["out/gunzip/to-stdout/wget/http/mitra.stanford.edu/kundaje/akundaje/release/blacklists/mm10-mouse/mm10.blacklist.bed"]
bed-blacklist-GRCm38	["out/sed/remove_chr/gunzip/to-stdout/wget/http/mitra.stanford.edu/kundaje/akundaje/release/blacklists/mm10-mouse/mm10.blacklist.bed"]
bed-blacklist-mm9	["out/gunzip/to-stdout/wget/http/mitra.stanford.edu/kundaje/akundaje/release/blacklists/mm9-mouse/mm9-blacklist.bed"]
# from input_rseg_deadzones	
bed-deadzones-mm9	["out/wget/smithlabresearch/data/deadzones-k36-mm9.bed"]
bed-deadzones-GRCm38	["out/sort/coordinates-rseg-bed/rseg/deadzones_kmer-32_prefix-5_suffix-fa/cat/assembly_ensembl/GRCm38.bed"]
bed-deadzones-GRCh38	["out/sort/coordinates-rseg-bed/rseg/deadzones_kmer-32_prefix-5_suffix-fa/cat/assembly_ensembl/GRCh38.bed"]
# from input_rseg_chrom	
bed-chrom-mm9	["out/wget/smithlabresearch/data/mouse-mm9-size.bed"]
bed-chrom-GRCm38	["out/sort/coordinates-rseg-bed/awk/faidx_to_bed3/samtools/faidx/cat/assembly_ensembl/GRCm38.bed"]
bed-chrom-GRCh38	["out/sort/coordinates-rseg-bed/awk/faidx_to_bed3/samtools/faidx/cat/assembly_ensembl/GRCh38.bed"]
# rseqc genesbed	
# https://sourceforge.net/projects/rseqc/files/BED/Human_Homo_sapiens/hg19_Ensembl_gene.bed.gz/download	
# https://downloads.sourceforge.net/project/rseqc/BED/Human_Homo_sapiens/hg19_Ensembl_gene.bed.gz?r=https%3A%2F%2Fsourceforge.net%2Fprojects%2Frseqc%2Ffiles%2FBED%2FHuman_Homo_sapiens%2Fhg19_Ensembl_gene.bed.gz%2Fdownload&ts=1549406197	
#https://genome.ucsc.edu/cgi-bin/hgTables?hgsid=709973581_ZCGTPs1mYBVNXPJvU9o0TABHdvIj&boolshad.hgta_printCustomTrackHeaders=0&hgta_ctName=tb_knownGene&hgta_ctDesc=table+browser+query+on+knownGene&hgta_ctVis=pack&hgta_ctUrl=&fbQual=whole&fbUpBases=200&fbExonBases=0&fbIntronBases=0&fbDownBases=200&hgta_doGetBed=get+BED	
bed-hg38-GENCODE-knownGene	["out/wget/hg38-GENCODE-knownGene.bed"]
# bed_list_peak_anno	
bed-mm10-main-chr-tss-classes-and-brd-peaks	expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/{id}.bed", id=["mm9_tss_with_brdt_and_h4k5ac", "mm9_tss_with_brd4_and_h4k5ac", "mm9_tss_without_brdt_brd4_and_with_h4k5ac"]) + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/gunzip/tar/xvf/data_brdt/GSM984200_4_EM2_R_BRDT-Paired.F3.no_4-W200-G600-islands-summary-FDR001.bed") + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_--broad_-f_BAM_-g_mm_--SPMR/samtools/sam_to_bam/bowtie2/se/mm9/GSE56526/SRR1596612_over_SRR1596620_peaks.bed") 
bed-mm10-main-chr-nuc-r-cpg-h2alap1-peaks	expand("out/awk/extract_main_chr/sh/danpos_xls_to_bed3/danpos/dtriple_v4/samtools/merge/samtools/sort/samtools/view_bSh/bowtie2/pe_mm10/ln/paired_end_remove_mate_prefix/fastx_toolkit/fastx_trimmer_l-30/gunzip/merge_lanes_nextseq500_paired_end/inp/fastq/run113_run119_run124/MNS-R-WT/danpos.smooth.positions.bed") + expand("out/awk/extract_main_chr/awk/cpgIslandExt_txt_to_bed3/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/cpgIslandExt.bed") + expand("out/awk/extract_main_chr/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sort/samtools/view_bSh/bowtie2/se_mm10/fastx_toolkit/fastx_trimmer_l-30/sra-tools/fastqdump_se/wget/ftp_trace_ncbi_sra/SRR275538_over_SRR275541_peaks.bed")
bed-mm10-gsat-mm-synrep-mm	expand("out/awk/extract_bed3_from_rmsk_repeat-type-{feature}/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/rmsk.bed", feature=["GSAT_MM", "SYNREP_MM"])
bed-mm10-main-chr-gsat-mm-synrep-mm	expand("out/awk/extract_main_chr/awk/extract_bed3_from_rmsk_repeat-type-{feature}/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/rmsk.bed", feature=["GSAT_MM", "SYNREP_MM"])
bed-GRCm38-gsat-mm-synrep-mm	expand("out/sed/remove_chr/awk/extract_bed3_from_rmsk_repeat-type-{feature}/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/rmsk.bed", feature=["GSAT_MM", "SYNREP_MM"])
bed-mm10-main-chr-all-2017-06-26	expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/{id}.bed", id=["mm9_tss_with_brdt_and_h4k5ac", "mm9_tss_with_brd4_and_h4k5ac", "mm9_tss_without_brdt_brd4_and_with_h4k5ac"]) + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/gunzip/tar/xvf/data_brdt/GSM984200_4_EM2_R_BRDT-Paired.F3.no_4-W200-G600-islands-summary-FDR001.bed") + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sam_to_bam/bowtie2/se/mm9/GSE56526/SRR1596612_over_SRR1596620_peaks.bed") + expand("out/awk/extract_main_chr/sh/danpos_xls_to_bed3/danpos/dtriple_v4/samtools/merge/samtools/sort/samtools/view_bSh/bowtie2/pe_mm10/ln/paired_end_remove_mate_prefix/fastx_toolkit/fastx_trimmer_l-30/gunzip/merge_lanes_nextseq500_paired_end/inp/fastq/run113_run119_run124/MNS-R-WT/danpos.smooth.positions.bed") + expand("out/awk/extract_main_chr/awk/cpgIslandExt_txt_to_bed3/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/cpgIslandExt.bed") + expand("out/awk/extract_main_chr/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sort/samtools/view_bSh/bowtie2/se_mm10/fastx_toolkit/fastx_trimmer_l-30/sra-tools/fastqdump_se/wget/ftp_trace_ncbi_sra/SRR275538_over_SRR275541_peaks.bed") + expand("out/awk/extract_main_chr/awk/extract_bed3_from_rmsk_repeat-type-{feature}/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/rmsk.bed", feature=["GSAT_MM", "SYNREP_MM"]) 
bed-mm10-main-chr-all-2017-09-28	expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/{id}.bed", id=["mm9_tss_with_brdt_and_h4k5ac", "mm9_tss_with_brd4_and_h4k5ac", "mm9_tss_without_brdt_brd4_and_with_h4k5ac"]) + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/gunzip/tar/xvf/data_brdt/GSM984200_4_EM2_R_BRDT-Paired.F3.no_4-W200-G600-islands-summary-FDR001.bed") + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sam_to_bam/bowtie2/se/mm9/GSE56526/SRR1596612_over_SRR1596620_peaks.bed") + expand("out/awk/extract_main_chr/sh/danpos_xls_to_bed3/danpos/dtriple_v4/samtools/merge/samtools/sort/samtools/view_bSh/bowtie2/pe_mm10/ln/paired_end_remove_mate_prefix/fastx_toolkit/fastx_trimmer_l-30/gunzip/merge_lanes_nextseq500_paired_end/inp/fastq/run113_run119_run124/MNS-R-WT/danpos.smooth.positions.bed") + expand("out/awk/extract_main_chr/awk/cpgIslandExt_txt_to_bed3/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/cpgIslandExt.bed") + expand("out/awk/extract_main_chr/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sort/samtools/view_bSh/bowtie2/se_mm10/fastx_toolkit/fastx_trimmer_l-30/sra-tools/fastqdump_se/wget/ftp_trace_ncbi_sra/SRR275538_over_SRR275541_peaks.bed") + expand("out/awk/extract_main_chr/awk/extract_bed3_from_rmsk_repeat-type-{feature}/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/rmsk.bed", feature=["GSAT_MM", "SYNREP_MM"]) + expand("out/awk/extract_main_chr/sed/add_chr/awk/extract_genes_from_gtftk_convert/gtftk/convert/gtftk/select_by_key_key-gene_id_file-with-values-{updown}reg-ko-nut-r-threshold-1/gunzip/to-stdout/wget/ftp_ensembl/pub/release-87/gtf/mus_musculus/Mus_musculus.GRCm38.87.bed", updown=["up","down"]) + expand("out/bedtools/slop_g-mm10_b-2000/awk/extract_main_chr/sed/add_chr/gtftk/get_5p_3p_coords/gtftk/select_by_key_key-gene_id_file-with-values-{updown}reg-ko-nut-r-threshold-1/gunzip/to-stdout/wget/ftp_ensembl/pub/release-87/gtf/mus_musculus/Mus_musculus.GRCm38.87.bed", updown=["up","down"])
bed-mm10-main-chr-all-2017-10-04	expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/{id}.bed", id=["mm9_tss_with_brdt_and_h4k5ac", "mm9_tss_with_brd4_and_h4k5ac", "mm9_tss_without_brdt_brd4_and_with_h4k5ac"]) + expand("out/awk/extract_main_chr/crossmap/bed_chain-mm9-to-mm10/gunzip/tar/xvf/data_brdt/GSM984200_4_EM2_R_BRDT-Paired.F3.no_4-W200-G600-islands-summary-FDR001.bed") + expand("out/awk/extract_main_chr/crossmap/chain-mm9-to-mm10/macs2/callpeak_--broad_-f_BAM_-g_mm_--SPMR/samtools/sam_to_bam/bowtie2/se/mm9/GSE56526/SRR1596612_over_SRR1596620_peaks.bed") + expand("out/awk/extract_main_chr/sh/danpos_xls_to_bed3/danpos/dtriple_v4/samtools/merge/samtools/sort/samtools/view_bSh/bowtie2/pe_mm10/ln/paired_end_remove_mate_prefix/fastx_toolkit/fastx_trimmer_l-30/gunzip/merge_lanes_nextseq500_paired_end/inp/fastq/run113_run119_run124/MNS-R-WT/danpos.smooth.positions.bed") + expand("out/awk/extract_main_chr/awk/cpgIslandExt_txt_to_bed3/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/cpgIslandExt.bed") + expand("out/awk/extract_main_chr/macs2/callpeak_--broad_-f_BAM_-g_mm_--SPMR/samtools/sort/samtools/view_bSh/bowtie2/se_mm10/fastx_toolkit/fastx_trimmer_l-30/sra-tools/fastqdump_se/wget/ftp_trace_ncbi_sra/SRR275538_over_SRR275541_peaks.bed") + expand("out/awk/extract_main_chr/awk/extract_bed3_from_rmsk_repeat-type-{feature}/gunzip/to-stdout/rsync/ucsc/goldenPath/mm10/database/rmsk.bed", feature=["GSAT_MM", "SYNREP_MM"]) + expand("out/awk/extract_main_chr/sed/add_chr/awk/extract_genes_from_gtftk_convert/gtftk/convert/gtftk/select_by_key_key-gene_id_file-with-values-{updown}reg-ko-nut-r-threshold-1/gunzip/to-stdout/wget/ftp_ensembl/pub/release-87/gtf/mus_musculus/Mus_musculus.GRCm38.87.bed", updown=["up","down"]) + expand("out/bedtools/slop_g-mm10_b-3000/awk/extract_main_chr/sed/add_chr/gtftk/get_5p_3p_coords/gtftk/select_by_key_key-gene_id_file-with-values-{updown}reg-ko-nut-r-threshold-1/gunzip/to-stdout/wget/ftp_ensembl/pub/release-87/gtf/mus_musculus/Mus_musculus.GRCm38.87.bed", updown=["up","down"]) + expand("out/bedtools/slop_g-mm10_b-3000/awk/extract_main_chr/sed/add_chr/gtftk/get_5p_3p_coords/gtftk/select_by_key_key-gene_name_file-with-values-microarray-ko-nut-threshold-1.5-{posneg}/sed/gene_name_to_uppercase_in_gtf/gunzip/to-stdout/wget/ftp_ensembl/pub/release-87/gtf/mus_musculus/Mus_musculus.GRCm38.87.bed", posneg=["pos","neg"])
#bed list ids	
bed-mm10-H4K5ac-Nut-peaks	expand("out/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_format-BAMPE_gsize-mm_SPMR/samtools/merge/samtools/sort/samtools/view_bSh/bowtie2/pe_mm10/sickle/pe_-t_sanger_-q_30/ln/paired_end_remove_mate_prefix/gunzip/merge_lanes_nextseq500_paired_end/inp/fastq/run140_run141/H4K5ac-Nut-{wt_ko}_over_Input-Nut-{wt_ko}_peaks.bed", wt_ko=["WT","KO"]) + expand("out/bedtools/merge/sort/coordinates_bed/cat/mm10_nut_wt_ko_h4k5ac_peaks.bed")
bed-hg38-macs2-peaks-H3K27ac-thymus-stage-exclusive	expand("out/bedtools/intersect_exclude_from_macs2_peaks_in_input_hg38/bedtools/intersect_thymus_stage_exclusive_peaks_hg38/{stage}.bed", stage=["CD34_134", "EC_89", "LC_101", "SP4_125", "SP8_125"])
bed-hg38-macs2-peaks-H3K27ac-thymus-no-peaks-in-input-subset-exclusive	expand("out/macs2/callpeak_broad_format-BAM_gsize-hs/ln/alias/experiments/hg38_H3K27ac_thymus/{sample}_over_input_peaks.broadPeak", sample=["Th134_CD34", "Th89_EC", "Th101_LC", "Th125_SP4", "Th125_SP8"])
bed-hg38-macs2-peaks-H3K27ac-thymus-no-peaks-in-input-subset-exclusive-2	expand("out/macs2/callpeak_broad_format-BAM_gsize-hs/ln/alias/experiments/hg38_H3K27ac_thymus/{sample}_over_input_peaks.broadPeak", sample=["Th134_CD34", "Th89_EC", "Th91_LC", "Th125_SP4", "Th125_SP8"])
bed-hg38-macs2-peaks-H3K27ac-thymus-no-peaks-in-input-subset-exclusive-3	expand("out/macs2/callpeak_broad_format-BAM_gsize-hs/ln/alias/experiments/hg38_H3K27ac_thymus/{sample}_over_input_peaks.broadPeak", sample=["Th134_CD34", "Th89_EC", "Th91_LC", "Th91_SP4", "Th125_SP8"])
# Below are ids from gtftk coverage:	
bed-tss_with_brdt_and_h4k5ac	expand("out/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/mm9_tss_with_brdt_and_h4k5ac.bed")
bed-tss_with_brd4_and_h4k5ac	expand("out/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/mm9_tss_with_brd4_and_h4k5ac.bed")
bed-tss_without_brdt_brd4_and_with_h4k5ac	expand("out/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/mm9_tss_without_brdt_brd4_and_with_h4k5ac.bed")
bed-tss_with_h4k5ac	expand("out/crossmap/bed_chain-mm9-to-mm10/bedtools/intersect/mm9_tss_with_h4k5ac.bed")
bed-brdt_peaks	expand("out/crossmap/bed_chain-mm9-to-mm10/gunzip/tar/xvf/data_brdt/GSM984200_4_EM2_R_BRDT-Paired.F3.no_4-W200-G600-islands-summary-FDR001.bed")
bed-brd4_peaks	expand("out/crossmap/bed_chain-mm9-to-mm10/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sam_to_bam/bowtie2/se/mm9/GSE56526/SRR1596612_over_SRR1596620_peaks.bed")
bed-h4k5ac_peaks	expand("out/bedtools/merge/sort/coordinates_bed/cat/mm10_nut_wt_ko_h4k5ac_peaks.bed")
bed-tss_nut_ko_downreg	expand("out/crossmap/bed_chain-mm9-to-mm10/sort/unique_coordinates_bed/awk/extract_gfold_signif_gene_threshold1/star/pe_mm9/sickle/pe_-t_sanger_-q_20/fastq/nut_rnaseq/Nut-R-WT_VS_Nut-R-KO_neg.bed")
bed-tss_nut_ko_upreg	expand("out/crossmap/bed_chain-mm9-to-mm10/sort/unique_coordinates_bed/awk/extract_gfold_signif_gene_threshold1/star/pe_mm9/sickle/pe_-t_sanger_-q_20/fastq/nut_rnaseq/Nut-R-WT_VS_Nut-R-KO_pos.bed")
# Segmentation list for Chromdet below:	
bed-hg19-segments-our-thymic-samples-into-chromdet-original-paper	expand("out/tar/xvzf_chromdet_redo_original_paper/{sample}.bed", sample=SEGMENT_SAMPLES_CHROMDET_REDO_ORIGINAL_PAPER_TABLE_S1) + expand("out/ChromHMM/MakeSegments_our_thymic_samples_into_chromdet_original_paper/{sample}_11_segments.bed",sample=OUR_THYMIC_SAMPLES_INTO_CHROMDET_ORIGINAL_PAPER) 
bed-hg19-segments-our-complete-thymic-samples-into-chromdet-original-paper	expand("out/tar/xvzf_chromdet_redo_original_paper/{sample}.bed", sample=SEGMENT_SAMPLES_CHROMDET_REDO_ORIGINAL_PAPER_TABLE_S1) + expand("out/ChromHMM/MakeSegments_our_thymic_samples_into_chromdet_original_paper/{sample}_11_segments.bed",sample=OUR_COMPLETE_THYMIC_SAMPLES_INTO_CHROMDET_ORIGINAL_PAPER)
bed-hg19-segments-our-complete-merged-thymic-samples-into-chromdet-original-paper	expand("out/tar/xvzf_chromdet_redo_original_paper/{sample}.bed", sample=SEGMENT_SAMPLES_CHROMDET_REDO_ORIGINAL_PAPER_TABLE_S1) + expand("out/ChromHMM/MakeSegments_our_merged_thymic_samples_into_chromdet_original_paper/{sample}_11_segments.bed",sample=THYMIC_STAGES) 
bed-hg19-segments-our-complete-merged-thymic-samples-into-chromdet-original-paper-t-cells	expand("out/tar/xvzf_chromdet_redo_original_paper/{sample}.bed", sample=SEGMENT_SAMPLES_CHROMDET_ORIGINAL_PAPER_T_CELLS) + expand("out/ChromHMM/MakeSegments_our_merged_thymic_samples_into_chromdet_original_paper/{sample}_11_segments.bed",sample=THYMIC_STAGES) 
bed-hg19-segments-our-complete-merged-thymic-samples-into-chromdet-original-paper-mhsc-t-cells-filt	expand("out/tar/xvzf_chromdet_redo_original_paper/{sample}.bed", sample=SEGMENT_SAMPLES_CHROMDET_ORIGINAL_PAPER_MHSC_T_CELLS_FILT) + expand("out/ChromHMM/MakeSegments_our_merged_thymic_samples_into_chromdet_original_paper/{sample}_11_segments.bed",sample=THYMIC_STAGES)
# Below are ids originally from input_bed_deepTools_computeMatrix	
bed-mm10-h2alap1-peaks	["out/awk/extract_main_chr/awk/extract_xls_coordinates_to_bed3/macs2/callpeak_broad_BAM_mm_SPMRTrue/samtools/sort/samtools/view_bSh/bowtie2/se_mm10/fastx_toolkit/fastx_trimmer_l-30/sra-tools/fastqdump_se/wget/ftp_trace_ncbi_sra/SRR275538_over_SRR275541_peaks.bed"]
bed-mm10-h4k5ac-bu-peaks-gfold-diff-signif	expand("out/awk/extract_gfold_signif_peaks_threshold-0/gfold/diff/gfold/count_bed-mm10-R-H4K5ac-bu-peaks/samtools/sort/samtools/view_bSh/bowtie2/se_mm10/sickle/se_-t_sanger_-q_20/sra-tools/fastqdump_se/wget/ftp_trace_ncbi_sra/SRR3126243_VS_SRR3126244_{sign}.bed", sign=["pos","neg"])
