id	path
fa-genome-hg19-main-chr-and-contigs-with-insert-gt-3bp-in-T11C-H3K27ac	["out/awk/aggregate_fa_genome_and_sam_contigs_with_inserts_gt_3bp_fa-genome-hg19-main-chr/bowtie2/se_fasta_Abraham2017_hg19/edena/assembling_-d_20_-c_20_-minCoverage_5/edena/overlapping/gunzip/to-stdout/ln/alias/sst/all_samples/fastq/T11C_H3K27ac_contigs.fa"]
fa-genome-hg19-main-chr-and-contigs-with-insert-gt-3bp-in-T11C-all-DNA-samples	["out/awk/aggregate_fa_genome_and_sam_contigs_with_inserts_gt_3bp_fa-genome-hg19-main-chr/bowtie2/se_fasta_Abraham2017_hg19/edena/assembling_-d_20_-c_20_-minCoverage_5/edena/overlapping/gunzip/to-stdout/ln/alias/sst/all_samples/fastq/T11C_all_DNA_samples_contigs.fa"]
# Here I realized I forgot the 's' in 'inserts' in ids to be consistent with naming from 'awk/aggregate_fa_genome_and_sam_contigs_with_inserts_gt...'
# So I keep the old id above and add aliases with the 's' below
fa-genome-hg19-main-chr-and-contigs-with-inserts-gt-3bp-in-T11C-H3K27ac	["out/awk/aggregate_fa_genome_and_sam_contigs_with_inserts_gt_3bp_fa-genome-hg19-main-chr/bowtie2/se_fasta_Abraham2017_hg19/edena/assembling_-d_20_-c_20_-minCoverage_5/edena/overlapping/gunzip/to-stdout/ln/alias/sst/all_samples/fastq/T11C_H3K27ac_contigs.fa"]
fa-genome-hg19-main-chr-and-contigs-with-indels-gt-3bp-in-T11C-H3K27ac	["out/awk/aggregate_fa_genome_and_sam_contigs_with_indels_gt_3bp_fa-genome-hg19-main-chr/bowtie2/se_fasta_Abraham2017_hg19/edena/assembling_-d_20_-c_20_-minCoverage_5/edena/overlapping/gunzip/to-stdout/ln/alias/sst/all_samples/fastq/T11C_H3K27ac_contigs.fa"]
fa-ncrna-GRCh38-ensembl-r101	["out/gunzip/to-stdout/wget/ftp/ftp.ensembl.org/pub/release-101/fasta/homo_sapiens/ncrna/Homo_sapiens.GRCh38.ncrna.fa"]
# Addition of genomes for scRNA-seq
fa_genome_GRCh38_dna_primary_assembly_for_cellranger ["out/wget/http://ftp.ensembl.org/pub/release-98/fasta/homo_sapiens/dna/Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz"]
fa_genome_GRCm38_dna_primary_assembly_for_cellranger ["out/wget/http://ftp.ensembl.org/pub/release-98/fasta/mus_musculus/dna/Mus_musculus.GRCm38.dna.primary_assembly.fa.gz"]
